"Comment ID","Reply to Which Comment","User ID","Username","Nick Name","Comment","Comment Time","Digg Count","Author Digged","Reply Count","Pinned to Top","User Homepage"
"=""7361156926656594718""","=""7361147653210833694""","=""6880800926132339718""","thewhatnow78","thewhatnow78","There's a reason why there are handwritten notes.","23/04/2024, 22:08:43","2","No","","","https://www.tiktok.com/@thewhatnow78"
"=""7361160310851601195""","=""7361147653210833694""","=""7122650046202184747""","froggyloves_","Alexander","A lot of people…","23/04/2024, 22:21:53","1","No","","","https://www.tiktok.com/@froggyloves_"
"=""7361150056454701866""","=""7361147653210833694""","=""7040614487961879599""","proshidder","felony steve","was she supposed to send a whatsapp message? whats wrong with u","23/04/2024, 21:42:22","52","No","","","https://www.tiktok.com/@proshidder"
"=""7361148824003543851""","=""7361147653210833694""","=""7347570614267610154""","alteredworld90","alteredworld","People who know how to write","23/04/2024, 21:37:26","32","No","","","https://www.tiktok.com/@alteredworld90"
"=""7361149710008664874""","=""7361147653210833694""","=""6635293586056314885""","theworldthroughhereyes","k","maybe she simply just wanted her friends and family to know why she did it. not everything has to be a conspiracy, people write notes all the time","23/04/2024, 21:40:54","20","No","","","https://www.tiktok.com/@theworldthroughhereyes"
"=""7361151275381457707""","=""7361147653210833694""","=""7348542101863531562""","orso296","orso","chronically online take","23/04/2024, 21:46:58","18","No","","","https://www.tiktok.com/@orso296"
"=""7361149784138679082""","=""7361147653210833694""","=""6532092983695671297""","skimnotskims","skimnotskims","were u expecting a note from her notes app?","23/04/2024, 21:41:10","6","No","","","https://www.tiktok.com/@skimnotskims"
"=""7361153440388924202""","=""7361147653210833694""","=""7190889476020651054""","madl1017","madl101","People do all the time. If you want to say goodbye but don’t want to be stopped..yes you will probably leave a note.","23/04/2024, 21:55:17","3","No","","","https://www.tiktok.com/@madl1017"
"=""7361153025500578591""","=""7361147653210833694""","=""6961206900223362053""","topps91","Luvit99","Many hand wrote notes honey.","23/04/2024, 21:53:33","3","No","","","https://www.tiktok.com/@topps91"
"=""7361159603977044779""","=""7361147653210833694""","=""6782777786165298181""","ieatboys69","livi🎀","are you fr","23/04/2024, 22:19:11","1","No","","","https://www.tiktok.com/@ieatboys69"
"=""7361154725289313057""","=""7361147653210833694""","=""7030285052836217862""","cuntybbl","fart machine ❤️‍🔥","what??? go outside ppl still write","23/04/2024, 22:00:15","1","No","","","https://www.tiktok.com/@cuntybbl"
"=""7361154195145376554""","=""7361147653210833694""","=""7199228656296363054""","homito.ourtime","♱𝕿𝖔𝖔𝖙𝖆♱","not at all","23/04/2024, 21:58:17","1","No","","","https://www.tiktok.com/@homito.ourtime"
"=""7361162265284789024""","=""7361147653210833694""","=""71015486364225536""","mjauduuude","Elin🍉🏳️‍🌈","It's really not.","23/04/2024, 22:29:32","0","No","","","https://www.tiktok.com/@mjauduuude"
"=""7361160651466867502""","=""7361147653210833694""","=""7249215501166052398""","locomocionn","locomocion","Can you even write a note?","23/04/2024, 22:23:12","0","No","","","https://www.tiktok.com/@locomocionn"
"=""7361158929710531370""","=""7361147653210833694""","=""6989111689636480006""","starcandykeebz","Starcandy","😭😭😭 what?","23/04/2024, 22:16:54","0","No","","","https://www.tiktok.com/@starcandykeebz"
"=""7361158999586538272""","=""7361147653210833694""","=""185488039803162624""","faynedunnett","Fayne Dunnett","Don’t most people hand write?","23/04/2024, 22:16:44","0","No","","","https://www.tiktok.com/@faynedunnett"
"=""7361154704736453408""","=""7361147653210833694""","=""6869395576518362117""","liligillespie","Lili","Not at all 💀","23/04/2024, 22:00:04","0","No","","","https://www.tiktok.com/@liligillespie"
"=""7361147653210833694""","","=""6862421372825879557""","kxngdavidxiii","🌌 k x n g d a v i d 🌌","who handwrites notes in 2024? that seems suspicious.","23/04/2024, 21:32:52","16","No","24","No","https://www.tiktok.com/@kxngdavidxiii"
"=""7361151664752050977""","=""7361147653210833694""","=""6680256883238519813""","giianluux","giianluux","I don't get it is she supposed to send an email?","23/04/2024, 21:48:24","389","No","","","https://www.tiktok.com/@giianluux"
"=""7361152535115531013""","=""7361147653210833694""","=""6884431214879507457""","gdhhsgaa","Cajuzinho","Yeah like what does this guy expect a tik tok post?","23/04/2024, 21:51:38","24","No","","","https://www.tiktok.com/@gdhhsgaa"
"=""7361157985864975110""","=""7361147653210833694""","=""6819013124109829125""","1000000to1","1000000to1","Revealed but don’t dare tell us.","23/04/2024, 22:12:45","0","No","","","https://www.tiktok.com/@1000000to1"
